method,method_short,scene,mode,run,partial,iteration_offset,iteration,total_iterations,images_seen,stage,training_time_s,wall_time_s,benchmark_overhead_s,psnr,ssim,lpips,eval_l1_loss,eval_photometric_loss,eval_loss,num_gaussians,train_batch_loss,eval_duration_s
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,4341,4341,34728,single_stage,1205.3835725784302,1414.78591132164,209.40233874320984,37.59657230377197,0.9854560375213623,0.020053975796326996,0.0021868927287869155,0.004658306678757063,0.0021868927287869155,91582,0.00036747410194948316,4.005094051361084
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,4457,4457,35656,single_stage,1235.5618512630463,1449.482473373413,213.92062211036682,37.648246955871585,0.985486376285553,0.019857254810631275,0.0021822614187840374,0.0046485338779166255,0.0021822614187840374,93651,0.0003269081353209913,3.9636001586914062
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,4574,4574,36592,single_stage,1265.7917494773865,1484.1224811077118,218.33073163032532,37.76605033874512,0.9857092797756195,0.019513252098113297,0.0021526758733671158,0.004580284743569791,0.0021526758733671158,95685,0.0003125788061879575,3.964648723602295
4DGS native-4D (fudan-zvg),4DGS-fudan,standup,target_eval_loss,standup_loss0p002168,False,0,4690,4690,37520,single_stage,1296.0473341941833,1518.7996337413788,222.75229954719543,37.94307231903076,0.9858632296323776,0.01926171253435314,0.0021366308676078914,0.004536658767610793,0.0021366308676078914,97702,0.00016605725977569818,3.9913110733032227
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,iterations,trex_iters30000_partial,True,0,2,2,48,single_stage,6.9141387939453125e-06,6.9141387939453125e-06,0.0,6.588924789428711,0.056218283344060184,0.18754466101527215,0.4509334027767181,0.5495030655525625,0.4509334027767181,300000,0.02372526191174984,12.550013303756714
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,iterations,trex_iters30000_partial,True,0,1000,1000,24000,single_stage,1127.481611251831,1140.6507058143616,13.169094562530518,26.940469455718993,0.9621315270662307,0.04642628952860832,0.008802806166931987,0.014615939520299444,0.008802806166931987,22042,0.00035702981404028833,4.055684804916382
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,iterations,trex_iters30000_partial,True,0,2000,2000,48000,single_stage,1839.3882040977478,1856.7330901622772,17.34488606452942,29.44677143096924,0.9738591015338898,0.031340087205171584,0.006478887854609638,0.010411289976909757,0.006478887854609638,132163,0.00030358374351635575,4.1698830127716064
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,iterations,trex_iters30000_partial,True,0,3000,3000,72000,single_stage,2705.6660063266754,2730.130419254303,24.464412927627563,29.96735897064209,0.976473280787468,0.027746684895828367,0.005897110572550446,0.009423032300546762,0.005897110572550446,336560,0.00014471402391791344,4.174574851989746
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,iterations,trex_iters30000_partial,True,0,4000,4000,96000,single_stage,3752.826339483261,3785.561740875244,32.73540139198303,30.39183301925659,0.9776804178953171,0.02568371775560081,0.005516828433610499,0.008877379167824974,0.005516828433610499,502073,0.00021428025502245873,4.269686222076416
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,iterations,trex_iters30000_partial,True,0,5000,5000,120000,single_stage,4974.880120754242,5024.228271722794,49.348150968551636,30.08653621673584,0.9771566092967987,0.02564655849710107,0.00568138281814754,0.009113784395158291,0.00568138281814754,680514,0.0001387909142067656,4.329993486404419
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,iterations,trex_iters30000_partial,True,0,6000,6000,144000,single_stage,6369.5396292209625,6423.234152793884,53.69452357292175,29.929743385314943,0.9764355599880219,0.025985975144430996,0.005816559318918735,0.009366135457530608,0.005816559318918735,844039,8.307785901706666e-05,4.39642333984375
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,2,2,48,single_stage,6.198883056640625e-06,6.198883056640625e-06,0.0,6.588924789428711,0.056218283344060184,0.18754466101527215,0.4509334027767181,0.5495030655525625,0.4509334027767181,300000,0.02372526191174984,14.019595623016357
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,9,9,216,single_stage,34.51021885871887,48.96027183532715,14.450052976608276,6.727708768844605,0.05736556090414524,0.18949030339717865,0.4432347774505615,0.5431147097796202,0.4432347774505615,300000,0.02094024047255516,4.137054681777954
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,15,15,360,single_stage,65.44604682922363,87.59498524665833,22.148938417434692,6.920129776000977,0.05838992390781641,0.19930246472358704,0.43282567262649535,0.534582553319633,0.43282567262649535,300000,0.021190974861383438,4.2631378173828125
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,22,22,528,single_stage,98.20421195030212,128.4174885749817,30.213276624679565,7.393584108352661,0.05990477930754423,0.2482604578137398,0.4081352174282074,0.5145272180810571,0.4081352174282074,300000,0.02214905247092247,4.288648843765259
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,30,30,720,single_stage,128.32989716529846,178.91664123535156,50.5867440700531,8.784170436859132,0.06295684929937125,0.4020134910941124,0.34318547546863554,0.4619570105150342,0.34318547546863554,300000,0.020789941772818565,4.242505311965942
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,41,41,984,single_stage,158.5248987674713,218.83331537246704,60.30841660499573,13.723812150955201,0.07115253247320652,0.5124778017401695,0.18591521084308624,0.3345016621798277,0.18591521084308624,300000,0.014699752442538738,4.238253116607666
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,59,59,1416,single_stage,188.77607917785645,265.09838342666626,76.32230424880981,21.32191696166992,0.4667776510119438,0.283423338085413,0.03424567449837923,0.13404100939631464,0.03424567449837923,300000,0.004422259517014027,4.198474407196045
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,83,83,1992,single_stage,219.02120089530945,306.05597949028015,87.0347785949707,21.812755393981934,0.9118975281715394,0.10891040042042732,0.01969301817007363,0.03337490890175103,0.01969301817007363,300000,0.0014188321074470878,4.029186487197876
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,108,108,2592,single_stage,249.1011619567871,357.07406210899353,107.97290015220642,22.135461711883544,0.9204242497682571,0.10099481716752053,0.0181786073371768,0.03045803591609002,0.0181786073371768,300000,0.0008277820306830108,4.035038471221924
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,134,134,3216,single_stage,280.14361095428467,409.29606771469116,129.1524567604065,22.511979007720946,0.924785602092743,0.09569519646465778,0.017131566442549227,0.02874813273549079,0.017131566442549227,300000,0.00118915899656713,4.0275373458862305
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,160,160,3840,single_stage,311.1700048446655,458.00576305389404,146.83575820922852,22.796954917907716,0.9288094997406006,0.09053414426743984,0.016323156654834747,0.027296625375747688,0.016323156654834747,300000,0.0013215772341936827,4.056349277496338
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,186,186,4464,single_stage,342.0462965965271,503.24268341064453,161.19638681411743,23.0280912399292,0.932214829325676,0.08637572657316923,0.015644088480621578,0.026072304919362063,0.015644088480621578,300000,0.0012772086774930358,4.071028232574463
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,212,212,5088,single_stage,372.96546030044556,546.3352057933807,173.36974549293518,23.23373947143555,0.9347701340913772,0.08324962351471185,0.015107951406389476,0.02513233430683614,0.015107951406389476,300000,0.0008499175310134888,4.088547229766846
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,238,238,5712,single_stage,403.76463556289673,593.2890989780426,189.52446341514587,23.432199954986572,0.936771759390831,0.08071705400943756,0.014668576186522841,0.02438050907105207,0.014668576186522841,300000,0.0009574729483574629,4.058901786804199
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,264,264,6336,single_stage,434.55958366394043,639.0500841140747,204.49050045013428,23.631703567504882,0.9387005180120468,0.07815909776836634,0.014235145412385464,0.023648012727499015,0.014235145412385464,300000,0.0006042252061888576,4.058671951293945
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,290,290,6960,single_stage,465.26766419410706,685.421571969986,220.1539077758789,23.798828411102296,0.9402171909809113,0.07612298596650362,0.013884106557816267,0.02306384705007076,0.013884106557816267,300000,0.0008097292738966644,4.094583749771118
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,316,316,7584,single_stage,496.1684937477112,730.6963315010071,234.5278377532959,23.944895839691164,0.941375783085823,0.07449024319648742,0.013585601188242435,0.022593324333429345,0.013585601188242435,300000,0.0007762775640003383,4.046816825866699
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,342,342,8208,single_stage,526.8510420322418,768.1270368099213,241.27599477767944,24.067671680450438,0.9422195196151734,0.07329442892223596,0.013333824812434614,0.02222315592691302,0.013333824812434614,300000,0.0011253017000854015,4.092935562133789
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,368,368,8832,single_stage,557.6362435817719,805.5510737895966,247.9148302078247,24.1828950881958,0.9433977484703064,0.07182808872312307,0.0130689668469131,0.021775623783469193,0.0130689668469131,300000,0.000851808930747211,4.0548765659332275
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,394,394,9456,single_stage,588.1409261226654,849.0150270462036,260.8741009235382,24.27377395629883,0.944082236289978,0.0709747739136219,0.0128769715083763,0.02148512994870544,0.0128769715083763,300000,0.0007309466018341482,4.060606002807617
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,420,420,10080,single_stage,618.8565447330475,886.1010022163391,267.2444574832916,24.361794090270998,0.9447638005018234,0.07003595028072596,0.01271129040978849,0.02121627222746611,0.01271129040978849,300000,0.0005237723235040903,4.109660625457764
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,446,446,10704,single_stage,649.6912064552307,923.0950467586517,273.403840303421,24.450063037872315,0.9454430550336838,0.06903611477464437,0.01251881632488221,0.02092644205316902,0.01251881632488221,300000,0.0008352537406608462,4.1718409061431885
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,472,472,11328,single_stage,680.3304781913757,969.1509442329407,288.82046604156494,24.533753204345704,0.9461827635765075,0.06801722534000873,0.012354222685098648,0.02064682543277741,0.012354222685098648,300000,0.000750431208871305,4.103909969329834
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,498,498,11952,single_stage,710.7700932025909,1015.197958946228,304.4278657436371,24.628398609161376,0.9466563791036606,0.06714770589023829,0.01220272546634078,0.0204309045523405,0.01220272546634078,300000,0.0007012199494056404,4.049552917480469
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,524,524,12576,single_stage,741.1286091804504,1058.8350694179535,317.70646023750305,24.702439880371095,0.9470807045698166,0.0665450630709529,0.012035105121321976,0.020211943183094255,0.012035105121321976,300000,0.0010495114838704467,4.057708978652954
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,550,550,13200,single_stage,771.4764564037323,1100.6927199363708,329.21626353263855,24.755837440490723,0.9477435231208802,0.06576230637729168,0.011929685226641595,0.019995043557137243,0.011929685226641595,300000,0.0009335638023912907,4.0458738803863525
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,576,576,13824,single_stage,801.8576829433441,1147.5607163906097,345.7030334472656,24.823002910614015,0.9481680631637573,0.06515873949974775,0.011802797415293753,0.019808625299483535,0.011802797415293753,300000,0.0008113665389828384,4.081355571746826
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,604,604,14496,single_stage,832.4337902069092,1199.2309699058533,366.7971796989441,24.663749313354494,0.9457407236099243,0.06575921848416329,0.01218913218472153,0.020603161025792356,0.01218913218472153,11383,0.0009344142745248973,3.8101561069488525
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,651,651,15624,single_stage,862.5616474151611,1233.1870312690735,370.62538385391235,25.213684940338133,0.9512824773788452,0.06090897675603628,0.011110526346601545,0.018631925601512198,0.011110526346601545,11383,0.0007990309968590736,3.850785732269287
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,698,698,16752,single_stage,893.0197525024414,1267.6440987586975,374.6243462562561,25.408979892730713,0.9525628030300141,0.05924961622804403,0.010832316195592284,0.018153292350471015,0.010832316195592284,11383,0.000640755461063236,3.8640761375427246
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,744,744,17856,single_stage,923.0889711380005,1301.6421523094177,378.55318117141724,25.686215782165526,0.9546152472496032,0.05617806296795606,0.010368117014877498,0.017371444161981355,0.010368117014877498,14078,0.00063785893144086,3.9261090755462646
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,791,791,18984,single_stage,953.6080050468445,1336.2307171821594,382.62271213531494,25.944002056121825,0.9561242043972016,0.05423054415732622,0.010033629019744694,0.01680206233635544,0.010033629019744694,14078,0.0008488912135362625,3.880657911300659
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,837,837,20088,single_stage,983.7578325271606,1370.3357870578766,386.57795453071594,26.181540870666502,0.9577542781829834,0.051973422057926655,0.009709514095447958,0.016216755639761684,0.009709514095447958,17598,0.0007580651436001062,3.8782708644866943
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,884,884,21216,single_stage,1014.3779737949371,1404.929517030716,390.5515432357788,26.40112085342407,0.9591653913259506,0.0499740737490356,0.009431718848645687,0.015712296813726434,0.009431718848645687,17598,0.000547923322301358,3.9184489250183105
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,930,930,22320,single_stage,1044.4101672172546,1438.9587438106537,394.54857659339905,26.583155155181885,0.9603428840637207,0.04837437141686678,0.009196160594001412,0.01528835166245699,0.009196160594001412,22107,0.00055693433387205,3.8908140659332275
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,977,977,23448,single_stage,1074.9666936397552,1473.5114090442657,398.5447154045105,26.836160469055176,0.9618180930614472,0.04663415784016252,0.008897484373301267,0.014754368886351581,0.008897484373301267,22107,0.00035648385528475046,3.915282964706421
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,1023,1023,24552,single_stage,1105.1875693798065,1507.7940835952759,402.60651421546936,26.938592624664306,0.9622866630554199,0.04551944453269243,0.008770968415774405,0.014559442121535548,0.008770968415774405,27642,0.000500568188726902,3.904569387435913
4DGS native-4D (fudan-zvg),4DGS-fudan,trex,target_eval_loss,trex_loss0p005793,False,0,1069,1069,25656,single_stage,1135.4339544773102,1542.0669045448303,406.63295006752014,27.225870609283447,0.9638624757528305,0.04400684097781778,0.008462737523950636,0.013997694868594417,0.008462737523950636,27642,0.0004654644872061908,3.87640643119812
